Ortsnetzkennzahl,Ortsnetzname,Bundesland,PLZ
004938373,Katzow,Mecklenburg-Vorpommern,17440; 17509; 17498; 17495
004938374,Lassan b Wolgast,Mecklenburg-Vorpommern,17440; 17440; 17440; 17440
004938375,Koserow,Mecklenburg-Vorpommern,17459; 17459; 17459
004938376,Zirchow,Mecklenburg-Vorpommern,17419; 17419; 17429; 17419
004938377,Zinnowitz,Mecklenburg-Vorpommern,17440; 17449; 17459; 17454
004938378,Heringsdorf Seebad,Mecklenburg-Vorpommern,17419; 17419; 17429
004938379,Benz Usedom,Mecklenburg-Vorpommern,17429; 17429; 17429; 17429
00493838,Bergen auf Rügen,Mecklenburg-Vorpommern,18528; 18528; 18574; 18574; 18569; 18528; 18528; 18528; 18528; 18528; 18528
004938391,Altenkirchen Rügen,Mecklenburg-Vorpommern,18556; 18556; 18556; 18556; 18556
004938392,Sassnitz,Mecklenburg-Vorpommern,18546
004938393,Binz Ostseebad,Mecklenburg-Vorpommern,18586; 18528
00493841,Wismar Meckl,Mecklenburg-Vorpommern,23936; 23968; 23972; 23936; 23968; 23974; 23970; 23968; 23966; 23972; 23974; 23974; 23968; 23966; 23966; 23972; 23992; 23970; 23974; 23970; 23972; 23972; 23972; 23936; 23972; 23966; 23966; 23966; 23966; 23936; 23966; 23974; 23966; 23970; 23972; 23992; 23972; 23966; 23968; 23972; 23966; 23968; 23966; 23966; 23968; 23970; 23968; 23992
004938422,Neukloster,Mecklenburg-Vorpommern,23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992
004938423,Bad Kleinen,Mecklenburg-Vorpommern,23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996
004938424,Bobitz,Mecklenburg-Vorpommern,23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996; 23996
004938425,Kirchdorf Poel,Mecklenburg-Vorpommern,23999
004938426,Neuburg-Steinhausen,Mecklenburg-Vorpommern,23970; 23974; 23974
004938427,Blowatz,Mecklenburg-Vorpommern,23974; 23974
004938428,Hohenkirchen b Wismar,Mecklenburg-Vorpommern,23948; 23968; 23948; 23968; 23948; 23968; 23948; 23968
004938429,Glasin,Mecklenburg-Vorpommern,23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992; 23992
00493843,Güstrow,Mecklenburg-Vorpommern,18276; 18276; 18276; 18273; 18276; 18276; 18276
00493844,Schwaan,Mecklenburg-Vorpommern,18258; 18258; 18258; 18258; 18258; 18258; 18258; 18258; 18258
004938450,Tarnow b Bützow,Mecklenburg-Vorpommern,18249; 18249; 18276; 18276; 18249
004938451,Hoppenrade b Güstrow,Mecklenburg-Vorpommern,18292
004938452,Lalendorf,Mecklenburg-Vorpommern,18279; 18279; 18279
004938453,Mistorf,Mecklenburg-Vorpommern,18258; 18276; 18258
004938454,Kritzkow,Mecklenburg-Vorpommern,18299; 18276; 18299
004938455,Plaaz,Mecklenburg-Vorpommern,18299; 18276; 18276; 18299; 18276; 18276; 18279
004938456,Langhagen b Güstrow,Mecklenburg-Vorpommern,18279
004938457,Krakow am See,Mecklenburg-Vorpommern,18292; 18292; 18292; 18292; 18276
004938458,Zehna,Mecklenburg-Vorpommern,18292; 18276; 18276; 18292; 18276; 18276
004938459,Laage,Mecklenburg-Vorpommern,18299; 18299; 18299; 18299; 18299; 18299; 18299
004938461,Bützow,Mecklenburg-Vorpommern,18246; 18246; 18246; 18246; 18246; 18246; 18246; 18239; 18246; 18442; 18246
004938462,Baumgarten Meckl,Mecklenburg-Vorpommern,18246; 18249; 18249; 18249; 18246; 18246; 18249; 18246; 18249; 18249; 18246; 18249; 18246; 18249; 18249; 18249
004938464,Bernitt,Mecklenburg-Vorpommern,18249; 18246; 18246; 18246; 18246; 18246; 18249; 18249; 18246; 18249
004938466,Jürgenshagen,Mecklenburg-Vorpommern,18246; 18246; 18246; 18246; 18246; 18246; 18246; 18246
00493847,Sternberg,Mecklenburg-Vorpommern,19406; 19406; 19417; 19406; 19406; 19406; 19406; 19406; 19406; 19406; 19406; 19406
004938481,Witzin,Mecklenburg-Vorpommern,19406; 18249; 19406; 19406; 19406
004938482,Warin,Mecklenburg-Vorpommern,19417; 19417; 19412; 19417; 19417; 19417; 19417; 19417; 19417; 19417
004938483,Brüel,Mecklenburg-Vorpommern,19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412; 19412
004938484,Ventschow,Mecklenburg-Vorpommern,19417; 19417; 19417; 19417; 19417; 19417
004938485,Dabel,Mecklenburg-Vorpommern,19406; 19406; 19406; 19406; 19406; 19412; 19406; 19406; 19406; 19406; 19406; 19406; 19406; 19406
004938486,Gustävel,Mecklenburg-Vorpommern,19412; 19412; 19412; 19412; 19412; 19412; 19412
004938488,Demen,Mecklenburg-Vorpommern,19089; 19089; 19406; 19406
0049385,Schwerin Meckl,Mecklenburg-Vorpommern,19412; 19399; 19089; 19079; 19071; 19374; 19071; 19406; 18246; 19417; 19073; 19069; 19077; 19069; 19067; 19053; 19055; 19057; 19059; 19061; 19063; 19073; 19077; 18299; 19412; 19073; 19073; 19069
00493860,Raben Steinfeld,Mecklenburg-Vorpommern,19065; 19065; 19065; 19065
00493861,Plate,Mecklenburg-Vorpommern,19089; 19065; 19086
00493863,Crivitz,Mecklenburg-Vorpommern,19089; 19089; 19089; 19089; 19089; 19412; 19089; 19089
00493865,Holthusen,Mecklenburg-Vorpommern,19075; 19075
00493866,Cambs,Mecklenburg-Vorpommern,19067; 19412; 19065; 19067; 19067; 19067; 19067; 19067; 19067
00493867,Lübstorf,Mecklenburg-Vorpommern,19069; 19069; 19069; 19069; 19069; 19069
00493868,Rastow,Mecklenburg-Vorpommern,19079; 19077; 19077; 19077
00493869,Dümmer,Mecklenburg-Vorpommern,19073; 19243; 19209; 19073; 19073
00493871,Parchim,Mecklenburg-Vorpommern,19374; 19370; 19372
004938720,Grebbin,Mecklenburg-Vorpommern,19372; 19374; 19374
004938721,Ziegendorf,Mecklenburg-Vorpommern,19372; 19372; 19372; 19372; 19372; 19372
004938722,Raduhn,Mecklenburg-Vorpommern,19374; 19374; 19089
004938723,Kladrum,Mecklenburg-Vorpommern,19374; 19374; 19374; 19374; 19374; 19374; 19374
004938724,Siggelkow,Mecklenburg-Vorpommern,19376
004938725,Gross Godems,Mecklenburg-Vorpommern,19372; 19372; 19372; 19372
004938726,Spornitz,Mecklenburg-Vorpommern,19372; 19372; 19372; 19372; 19372
004938727,Mestlin,Mecklenburg-Vorpommern,19374; 19374; 19374; 19374; 19374
004938728,Domsühl,Mecklenburg-Vorpommern,19374; 19374; 19374; 19374
004938729,Marnitz,Mecklenburg-Vorpommern,19376; 19376; 19376; 19376; 19376; 19376; 19376; 19376
004938731,Lübz,Mecklenburg-Vorpommern,19386; 19386; 19372; 19386; 19386; 19372; 19386
004938732,Gallin b Lübz,Mecklenburg-Vorpommern,19386; 19386; 19386; 19386
004938733,Karbow-Vietlübbe,Mecklenburg-Vorpommern,19386; 19386; 19386; 19386; 19386; 19395; 19386
004938735,Plau am See,Mecklenburg-Vorpommern,19395; 19395; 19395
004938736,Goldberg Meckl,Mecklenburg-Vorpommern,19399; 19399; 19399; 19399; 19399; 19399; 19399; 19399; 19399
004938737,Ganzlin,Mecklenburg-Vorpommern,19395; 19395; 19395
004938738,Karow b Lübz,Mecklenburg-Vorpommern,19395; 19395
00493874,Ludwigslust Meckl,Mecklenburg-Vorpommern,19288; 19288
004938750,Malliss,Mecklenburg-Vorpommern,19294; 19294; 19294
004938751,Picher,Mecklenburg-Vorpommern,19288; 19230; 19288; 19230; 19288; 19288; 19230; 19230; 19288
004938752,Zierzow b Ludwigslust,Mecklenburg-Vorpommern,19300; 19300; 19300; 19300
004938753,Wöbbelin,Mecklenburg-Vorpommern,19288; 19288; 19288; 19288
004938754,Leussow b Ludwigslust,Mecklenburg-Vorpommern,19288; 19294; 19288; 19288
004938755,Eldena,Mecklenburg-Vorpommern,19294; 19294; 19294; 19294; 19294; 19294; 19294; 19294; 19300; 19294; 19294; 19294; 19294; 19300; 19294; 19294
004938756,Grabow Meckl,Mecklenburg-Vorpommern,19300; 19300; 19300; 19300; 19300; 19300; 19300; 19300
004938757,Neustadt-Glewe,Mecklenburg-Vorpommern,19306; 19306; 19306
004938758,Dömitz,Mecklenburg-Vorpommern,19309; 19309; 19303; 19309; 19303; 19294; 19303; 19303; 19273; 19309
004938759,Tewswoos,Mecklenburg-Vorpommern,19303; 19249; 19249; 19303; 19303; 19303; 19303
00493876,Perleberg,Brandenburg,19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348
00493877,Wittenberge,Brandenburg,19322; 19322; 19322; 19322; 19322; 19322; 19322; 19322; 19322; 19322; 19322; 19322
004938780,Lanz Brandenb,Brandenburg,19309; 19357; 19309; 19309; 19309; 19348; 19309
004938781,Mellen,Brandenburg,19357; 19300; 19357; 19309; 19300; 19309; 19357; 19300; 19357
004938782,Reetz b Perleberg,Brandenburg,19348; 19348; 19348; 19348; 19357; 19348; 19348; 19348; 19348; 19348; 19348
004938783,Dallmin,Brandenburg,19357; 19357; 19357; 19357; 19357; 19357; 19357
004938784,Kleinow Kr Prignitz,Brandenburg,19348; 19348; 19348; 19348; 19348; 19336; 19348
004938785,Berge b Perleberg,Brandenburg,19348; 19348; 19348; 19348; 19406; 19348; 19348; 19372; 19348; 19372; 19357
004938787,Glöwen,Brandenburg,19339; 19339; 19339; 19339; 19322; 19322; 19339; 19339; 19339; 19339; 19339
004938788,Gross Warnow,Brandenburg,19357; 19357; 19357; 19357; 19357; 19357; 19357; 19300
004938789,Wolfshagen b Perleberg,Brandenburg,19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348; 19348
004938791,Bad Wilsnack,Brandenburg,19322; 19336; 19322; 19322; 19336; 19336; 19336; 19336; 19322; 19336; 19336; 19336; 19336; 19336; 19322; 19339; 19336
004938792,Lenzen (Elbe),Brandenburg,19309; 19309
004938793,Dergenthin,Brandenburg,19348; 19348; 19348; 19348; 19322
004938794,Cumlosen,Brandenburg,19322; 19322; 19322; 19322
004938796,Viesecke,Brandenburg,19336; 19336; 19336
004938797,Karstädt Kr Prignitz,Brandenburg,19357; 19357; 19357; 19357; 19357; 19348; 19294; 19357; 19357; 19357; 19357; 19357; 19357; 19357; 19357; 19357; 19357
00493881,Grevesmühlen,Mecklenburg-Vorpommern,23936; 23936; 23936; 23936; 23936; 23936; 23948; 23936; 23936; 23936; 23936; 23948; 23936; 23936; 23936; 23936; 23948; 23936; 23936; 23948; 23936; 23948; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936
004938821,Lüdersdorf Meckl,Mecklenburg-Vorpommern,23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923
004938822,Diedrichshagen b Grevesmühlen,Mecklenburg-Vorpommern,23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23936
004938823,Selmsdorf,Mecklenburg-Vorpommern,23923; 23923; 23923; 23923; 23923; 23923
004938824,Mallentin,Mecklenburg-Vorpommern,23936; 23936; 23936; 23936; 23936; 23948; 23936; 23936; 23936; 23936; 23936; 23936; 23936; 23948
004938825,Klütz,Mecklenburg-Vorpommern,23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23948; 23946; 23946; 23946; 23946; 23948; 23948; 23946; 23946; 23946; 23948
004938826,Dassow,Mecklenburg-Vorpommern,23942; 23942; 23942; 23942; 23942; 23942; 23942
004938827,Kalkhorst,Mecklenburg-Vorpommern,23948; 23942; 23942; 23948; 23942; 23948; 23942; 23942; 23936; 23948
004938828,Schönberg Meckl,Mecklenburg-Vorpommern,23923; 23923; 23936; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23923; 23936
00493883,Hagenow,Mecklenburg-Vorpommern,19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230; 19230
004938841,Neuhaus Elbe,Niedersachsen,19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273
004938842,Lüttenmark,Mecklenburg-Vorpommern,19258; 19258; 19258; 19258; 19258; 19258; 19258; 19258
004938843,Bennin,Mecklenburg-Vorpommern,19260; 19246; 19258; 19258; 19258; 19260; 19260
004938844,Gülze,Mecklenburg-Vorpommern,19273; 19258; 19273; 19273; 19273; 19258; 19273; 19273; 19273; 19273; 19273; 19273; 19258
004938845,Kaarssen,Niedersachsen,19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273; 19273
004938847,Boizenburg Elbe,Mecklenburg-Vorpommern,19258; 19258; 19258; 19258; 19258; 19258; 19258; 19258; 19258; 19258
004938848,Vellahn,Mecklenburg-Vorpommern,19260; 19260; 19273; 19273; 19260; 19260; 19260; 19260; 19273; 19260; 19260; 19243
004938850,Gammelin,Mecklenburg-Vorpommern,19230; 19230; 19075
004938851,Zarrentin Meckl,Mecklenburg-Vorpommern,19246; 19246; 19246; 19246; 19246; 19246; 19246; 19246; 19246; 19246
004938852,Wittenburg,Mecklenburg-Vorpommern,19230; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243; 19243
004938853,Drönnewitz b Hagenow,Mecklenburg-Vorpommern,19243; 19243; 19243; 19246; 19246; 19243; 19205; 19243; 19243
004938854,Redefin,Mecklenburg-Vorpommern,19230; 19249; 19230; 19230; 19230
004938855,Lübtheen,Mecklenburg-Vorpommern,19249; 19249; 19249; 19249; 19249; 19249; 19273; 19249; 19249; 19249; 19249; 19249; 19249; 19249; 19249
004938856,Pritzier b Hagenow,Mecklenburg-Vorpommern,19230; 19230; 19230; 19230; 19230; 19230; 19230
004938858,Lassahn,Mecklenburg-Vorpommern,19246; 19246; 19246; 19246; 19246; 19246
004938859,Alt Zachun,Mecklenburg-Vorpommern,19230; 19230; 19230; 19230; 19075
00493886,Gadebusch,Mecklenburg-Vorpommern,19205; 19217; 19205; 19205; 19205; 19217; 19205; 19205; 19205; 19205; 19205; 19205
004938871,Mühlen Eichsen,Mecklenburg-Vorpommern,19069; 19071; 19071; 19205; 23936; 19205; 19205; 19205; 19205; 23936; 23936; 23936; 19205; 23936
004938872,Rehna,Mecklenburg-Vorpommern,19217; 23936; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217
004938873,Carlow,Mecklenburg-Vorpommern,19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217; 19217
004938874,Lützow,Mecklenburg-Vorpommern,19209; 19071; 19209; 19071; 19209; 19205; 19209; 19209; 19205; 19209; 19209; 19205; 19273
004938875,Schlagsdorf b Gadebusch,Mecklenburg-Vorpommern,19217; 19217; 19217; 19217; 19217; 19217
004938876,Roggendorf,Mecklenburg-Vorpommern,19205; 19205; 19205; 19205; 19205; 19205; 19205; 19205; 19205; 19205; 19205
004939000,Beetzendorf,Sachsen-Anhalt,38486; 38489; 38489; 38489; 38489
004939001,Apenburg,Sachsen-Anhalt,38486
004939002,Oebisfelde,Sachsen-Anhalt,39359; 39646
004939003,Jübar,Sachsen-Anhalt,38489; 38489; 38489; 38489
004939004,Köckte b Gardelegen,Sachsen-Anhalt,39649; 39646; 39649; 39649
004939005,Kusey,Sachsen-Anhalt,38486; 38486
004939006,Miesterhorst,Sachsen-Anhalt,39649; 39646
004939007,Tangeln,Sachsen-Anhalt,38489; 29416; 29413; 38489; 38489
004939008,Kunrau,Sachsen-Anhalt,38486; 38486; 38486; 38486; 38486; 38486
004939009,Badel,Sachsen-Anhalt,39624; 39624; 29416; 29416; 39624
00493901,Salzwedel,Sachsen-Anhalt,29413; 29416; 29416; 29413; 29413; 29410; 29410; 29413; 29416
00493902,Diesdorf Altm,Sachsen-Anhalt,29413; 29413; 29413
004939030,Brunau,Sachsen-Anhalt,39624; 39624; 39624; 39624
004939031,Dähre,Sachsen-Anhalt,29413
004939032,Mahlsdorf b Salzwedel,Sachsen-Anhalt,29416; 29416; 29416; 29416
004939033,Wallstawe,Sachsen-Anhalt,29413; 29413; 29413; 29413; 29413
004939034,Fleetmark,Sachsen-Anhalt,29416; 29416; 29416; 39596; 39606; 29416
004939035,Kuhfelde,Sachsen-Anhalt,29416; 29416; 29416; 29416; 29416; 29416; 29416
004939036,Binde,Sachsen-Anhalt,29416; 29416; 29416
004939037,Pretzier,Sachsen-Anhalt,29416; 29416; 29416
004939038,Henningen,Sachsen-Anhalt,29413; 29413
004939039,Bonese,Sachsen-Anhalt,29413; 29413
00493904,Haldensleben,Sachsen-Anhalt,39345; 39345; 39345; 39340; 39343; 39345; 39345; 39345; 39345
004939050,Bartensleben,Sachsen-Anhalt,39343; 39343; 39343; 39343
004939051,Calvörde,Sachsen-Anhalt,39638; 39359; 39359
004939052,Erxleben b Haldensleben,Sachsen-Anhalt,39343; 39343; 39343; 39343; 39343; 39343; 39343
004939053,Süplingen,Sachsen-Anhalt,39343
004939054,Flechtingen,Sachsen-Anhalt,39359; 39345
004939055,Hörsingen,Sachsen-Anhalt,39356; 39356; 39356; 39356; 39343
004939056,Klüden,Sachsen-Anhalt,39638; 39638; 39638
004939057,Rätzlingen Sachs-Anh,Sachsen-Anhalt,39359; 39359; 39359; 39359; 39359; 39359
004939058,Uthmöden,Sachsen-Anhalt,39345; 39638; 39345; 39345; 39345
004939059,Wegenstedt,Sachsen-Anhalt,39359; 39359; 39345; 39359; 39340; 39359; 39340
004939061,Weferlingen,Sachsen-Anhalt,39356; 39356; 39356; 39356; 39356; 39356
004939062,Bebertal,Sachsen-Anhalt,39343; 39343
00493907,Gardelegen,Sachsen-Anhalt,39638; 39638; 39638; 39638; 39638; 39638
004939080,Kalbe Milde,Sachsen-Anhalt,39624; 39624; 39624; 39624; 39624; 39638; 39624
004939081,Kakerbeck Sachs-Anh,Sachsen-Anhalt,39624; 39624
004939082,Mieste,Sachsen-Anhalt,39649; 39649; 39649; 39649; 39649
004939083,Messdorf,Sachsen-Anhalt,39624
004939084,Lindstedt,Sachsen-Anhalt,39638; 39638; 39638
004939085,Zichtau,Sachsen-Anhalt,39638; 39638; 39638; 39638; 39638
004939086,Jävenitz,Sachsen-Anhalt,39638; 39638
004939087,Jerchel Altmark,Sachsen-Anhalt,39638; 39638; 39638; 39638
004939088,Letzlingen,Sachsen-Anhalt,39638; 39638
004939089,Bismark Altmark,Sachsen-Anhalt,39624; 39629; 39624; 39606; 39606; 39629; 39629
00493909,Klötze Altmark,Sachsen-Anhalt,38486; 38486; 38486; 38486; 38486
0049391,Magdeburg,Sachsen-Anhalt,39171; 39164; 06333; 39343; 39326; 39104; 39106; 39108; 39110; 39112; 39114; 39116; 39118; 39120; 39122; 39124; 39126; 39128; 39130; 39326; 06333; 39524; 06502
004939200,Gommern,Sachsen-Anhalt,39245; 39245; 39291; 39245; 39245; 39221; 39291; 39175
004939201,Wolmirstedt,Sachsen-Anhalt,39326; 39326; 39326; 39326; 39326
004939202,Gross Ammensleben,Sachsen-Anhalt,39343; 39326; 39326; 39326; 39343; 39326; 39326; 39326; 39345
004939203,Barleben,Sachsen-Anhalt,39179; 39179
004939204,Niederndodeleben,Sachsen-Anhalt,39167; 39326; 39167; 39167; 39167
004939205,Langenweddingen,Sachsen-Anhalt,39171; 39171; 39171; 39171; 39171; 39171
004939206,Eichenbarleben,Sachsen-Anhalt,39343; 39167; 39167; 39343; 39343; 39167
004939207,Colbitz,Sachsen-Anhalt,39326
004939208,Loitsche,Sachsen-Anhalt,39326; 39326; 39326; 39326
004939209,Wanzleben,Sachsen-Anhalt,39164; 39164; 39164
00493921,Burg b Magdeburg,Sachsen-Anhalt,39288; 39291; 39291; 39291; 39291; 39291; 39291
004939221,Möckern b Magdeburg,Sachsen-Anhalt,39291; 39291; 39291; 39291; 39291
004939222,Möser,Sachsen-Anhalt,39291; 39175; 39291; 39291; 39291; 39291; 39291
004939223,Theessen,Sachsen-Anhalt,39307; 39291; 39291; 39291; 39291; 39291; 39291
004939224,Büden,Sachsen-Anhalt,39291; 39291; 39291; 39291
004939225,Altengrabow,Sachsen-Anhalt,39291; 39291; 39291; 39291; 39291; 39291; 39291
004939226,Hohenziatz,Sachsen-Anhalt,39291
00493923,Zerbst,Sachsen-Anhalt,39264; 39264; 39264; 39264; 39264; 39261; 39264
004939241,Leitzkau,Sachsen-Anhalt,39279; 39279
004939242,Prödel,Sachsen-Anhalt,39264; 39264; 39264
004939243,Nedlitz b Zerbst,Sachsen-Anhalt,39264; 39264
004939244,Steutz,Sachsen-Anhalt,39264
004939245,Loburg,Sachsen-Anhalt,39279; 39279; 39279; 39279; 39279
004939246,Lindau Anh,Sachsen-Anhalt,39264; 39264; 39599; 39264
004939247,Güterglück,Sachsen-Anhalt,39264; 39264; 39264; 39264; 39264; 39264; 39264
004939248,Dobritz,Sachsen-Anhalt,39264; 39264; 39264; 39264; 39264
00493925,Stassfurt,Sachsen-Anhalt,39444; 39443; 39418; 39418
004939262,Güsten Anh,Sachsen-Anhalt,39439; 39439; 39439
004939263,Unseburg,Sachsen-Anhalt,39435; 39435
004939264,Kroppenstedt,Sachsen-Anhalt,39397
004939265,Löderburg,Sachsen-Anhalt,39446
004939266,Förderstedt,Sachsen-Anhalt,39443; 39443; 39240
004939267,Schneidlingen,Sachsen-Anhalt,06449; 39435; 39435
004939268,Egeln,Sachsen-Anhalt,39435; 39448; 39448; 39435; 39448; 39435
00493928,Schönebeck Elbe,Sachsen-Anhalt,39221; 39249; 39218
004939291,Calbe Saale,Sachsen-Anhalt,39240; 39240; 39240; 39221; 39240; 39249; 39240; 39221
004939292,Biederitz,Sachsen-Anhalt,39175; 39175; 39175; 39175; 39175; 39175
004939293,Dreileben,Sachsen-Anhalt,39365; 39365; 39365; 39167
004939294,Gross Rosenburg,Sachsen-Anhalt,39240; 39240; 39240
004939295,Zuchau,Sachsen-Anhalt,39240; 39240
004939296,Welsleben,Sachsen-Anhalt,39221
004939297,Eickendorf Kr Schönebeck,Sachsen-Anhalt,39221; 39221; 39221
004939298,Barby Elbe,Sachsen-Anhalt,39249; 39249; 39249; 39249
00493931,Stendal,Sachsen-Anhalt,39590; 39579; 39590; 39596; 39599; 39596; 39576; 39579
004939320,Schinne,Sachsen-Anhalt,39579; 39579
004939321,Arneburg,Sachsen-Anhalt,39596; 39596; 39596; 39590
004939322,Tangermünde,Sachsen-Anhalt,39517; 39579; 39590; 39590; 39590; 39590
004939323,Schönhausen Elbe,Sachsen-Anhalt,39524; 39524; 39524; 39524
004939324,Kläden b Stendal,Sachsen-Anhalt,39579; 39579; 39579; 39579; 39619; 39579; 39579; 39599
004939325,Vinzelberg,Sachsen-Anhalt,39599; 39599; 39599; 39599; 39599; 39599; 39579
004939327,Klietz,Sachsen-Anhalt,39524; 39524
004939328,Rochau,Sachsen-Anhalt,39606; 39579; 39579; 39606
004939329,Möringen,Sachsen-Anhalt,39599; 39599
00493933,Genthin,Sachsen-Anhalt,39307; 39307; 39307; 39307
004939341,Redekin,Sachsen-Anhalt,39319; 39319; 39319
004939342,Gladau,Sachsen-Anhalt,39307
004939343,Jerichow,Sachsen-Anhalt,39319
004939344,Güsen,Sachsen-Anhalt,39317; 39307; 39317
004939345,Parchen,Sachsen-Anhalt,39307
004939346,Tucheim,Sachsen-Anhalt,39307; 39291; 39307
004939347,Kade,Sachsen-Anhalt,39307; 39307
004939348,Klitsche,Sachsen-Anhalt,39307; 39307; 39307; 39307
